url,title,category,product_type,price_excluded_tax,price_included_tax,price,tax,rating,num_reviews
https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,The Bear and the Piano,Childrens,Books,£36.89,£36.89,£36.89,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,The Elephant Tree,Thriller,Books,£23.82,£23.82,£23.82,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,Wall and Piece,Art,Books,£44.18,£44.18,£44.18,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,Books,£17.66,£17.66,£17.66,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,Books,£31.05,£31.05,£31.05,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Nonfiction,Books,£40.30,£40.30,£40.30,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,Aladdin and His Wonderful Lamp,Default,Books,£53.13,£53.13,£53.13,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Default,Books,£22.50,£22.50,£22.50,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,Birdsong: A Story in Pictures,Childrens,Books,£54.64,£54.64,£54.64,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/black-dust_976/index.html,Black Dust,Romance,Books,£34.53,£34.53,£34.53,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,Chase Me (Paris Nights #2),Romance,Books,£25.27,£25.27,£25.27,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Food and Drink,Books,£30.52,£30.52,£30.52,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/how-music-works_979/index.html,How Music Works,Music,Books,£37.32,£37.32,£37.32,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/in-her-wake_980/index.html,In Her Wake,Thriller,Books,£12.84,£12.84,£12.84,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,Books,£45.22,£45.22,£45.22,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,The Past Never Ends,Mystery,Books,£56.50,£56.50,£56.50,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,Books,£56.41,£56.41,£56.41,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,The Secret of Dreadwillow Carse,Childrens,Books,£56.13,£56.13,£56.13,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/thirst_946/index.html,Thirst,Fiction,Books,£17.27,£17.27,£17.27,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,The Torch Is Passed: A Harding Family Story,Add a comment,Books,£19.09,£19.09,£19.09,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/this-one-summer_947/index.html,This One Summer,Sequential Art,Books,£19.49,£19.49,£19.49,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,Books,£31.12,£31.12,£31.12,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Sequential Art,Books,£16.28,£16.28,£16.28,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",History,Books,£25.52,£25.52,£25.52,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,Unicorn Tracks,Fantasy,Books,£18.78,£18.78,£18.78,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,Untitled Collection: Sabbath Poems 2014,Poetry,Books,£14.27,£14.27,£14.27,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Nonfiction,Books,£44.18,£44.18,£44.18,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,"We Love You, Charlie Freeman",Fiction,Books,£50.27,£50.27,£50.27,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/when-we-collided_955/index.html,When We Collided,Contemporary,Books,£31.77,£31.77,£31.77,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,Without Borders (Wanderlove #1),New Adult,Books,£45.07,£45.07,£45.07,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,Books,£23.11,£23.11,£23.11,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,Private Paris (Private #10),Fiction,Books,£47.61,£47.61,£47.61,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,Reasons to Stay Alive,Nonfiction,Books,£26.41,£26.41,£26.41,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,Slow States of Collapse: Poems,Poetry,Books,£57.31,£57.31,£57.31,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Sequential Art,Books,£50.40,£50.40,£50.40,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,Books,£19.83,£19.83,£19.83,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,"Saga, Volume 5 (Saga (Collected Editions) #5)",Sequential Art,Books,£51.04,£51.04,£51.04,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,"Saga, Volume 6 (Saga (Collected Editions) #6)",Fantasy,Books,£25.02,£25.02,£25.02,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/security_925/index.html,Security,Horror,Books,£39.25,£39.25,£39.25,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/soul-reader_926/index.html,Soul Reader,Default,Books,£39.58,£39.58,£39.58,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,Books,£41.83,£41.83,£41.83,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,Books,£32.24,£32.24,£32.24,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,Books,£19.73,£19.73,£19.73,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/the-art-forger_930/index.html,The Art Forger,Add a comment,Books,£40.76,£40.76,£40.76,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,Books,£49.05,£49.05,£49.05,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,The Death of Humanity: and the Case for Life,Philosophy,Books,£58.11,£58.11,£58.11,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,Books,£56.06,£56.06,£56.06,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,Books,£37.13,£37.13,£37.13,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Default,Books,£20.59,£20.59,£20.59,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,Books,£16.77,£16.77,£16.77,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,Books,£23.89,£23.89,£23.89,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Science,Books,£42.96,£42.96,£42.96,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,The Murder That Never Was (Forensic Instincts #5),Fiction,Books,£54.11,£54.11,£54.11,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,The Nameless City (The Nameless City #1),Sequential Art,Books,£38.16,£38.16,£38.16,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,In the Country We Love: My Family Divided,Nonfiction,Books,£22.00,£22.00,£22.00,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/join_902/index.html,Join,Science Fiction,Books,£35.67,£35.67,£35.67,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Add a comment,Books,£53.90,£53.90,£53.90,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Sequential Art,Books,£19.92,£19.92,£19.92,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,"Layered: Baking, Building, and Styling Spectacular Cakes",Food and Drink,Books,£40.11,£40.11,£40.11,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Sequential Art,Books,£45.61,£45.61,£45.61,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Sequential Art,Books,£46.91,£46.91,£46.91,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,Masks and Shadows,Fantasy,Books,£56.40,£56.40,£56.40,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Food and Drink,Books,£14.02,£14.02,£14.02,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,My Paris Kitchen: Recipes and Stories,Food and Drink,Books,£33.37,£33.37,£33.37,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,Obsidian (Lux #1),Young Adult,Books,£14.86,£14.86,£14.86,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,On a Midnight Clear,Add a comment,Books,£14.07,£14.07,£14.07,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,Books,£46.35,£46.35,£46.35,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,orange: The Complete Collection 1 (orange: The Complete Collection #1),Sequential Art,Books,£48.41,£48.41,£48.41,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Sequential Art,Books,£15.44,£15.44,£15.44,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/patience_916/index.html,Patience,Sequential Art,Books,£10.16,£10.16,£10.16,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",History,Books,£36.28,£36.28,£36.28,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,"Pop Gun War, Volume 1: Gift",Sequential Art,Books,£18.97,£18.97,£18.97,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,Princess Between Worlds (Wide-Awake Princess #5),Fantasy,Books,£13.34,£13.34,£13.34,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Sequential Art,Books,£13.61,£13.61,£13.61,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Fantasy,Books,£28.09,£28.09,£28.09,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Sequential Art,Books,£37.92,£37.92,£37.92,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/bossypants_883/index.html,Bossypants,Default,Books,£49.46,£49.46,£49.46,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/burning_884/index.html,Burning,Young Adult,Books,£28.81,£28.81,£28.81,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,Books,£29.14,£29.14,£29.14,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/camp-midnight_886/index.html,Camp Midnight,Sequential Art,Books,£17.08,£17.08,£17.08,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,"Codename Baboushka, Volume 1: The Conclave of Death",Sequential Art,Books,£36.72,£36.72,£36.72,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,Crown of Midnight (Throne of Glass #2),Fantasy,Books,£43.29,£43.29,£43.29,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,Danganronpa Volume 1,Sequential Art,Books,£51.99,£51.99,£51.99,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Religion,Books,£37.97,£37.97,£37.97,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,Fifty Shades Darker (Fifty Shades #2),Romance,Books,£21.96,£21.96,£21.96,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Nonfiction,Books,£54.35,£54.35,£54.35,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,First and First (Five Boroughs #3),Romance,Books,£15.97,£15.97,£15.97,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Historical Fiction,Books,£29.69,£29.69,£29.69,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,"Giant Days, Vol. 2 (Giant Days #5-8)",Sequential Art,Books,£22.11,£22.11,£22.11,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,Her Backup Boyfriend (The Sorensen Family #1),Romance,Books,£33.97,£33.97,£33.97,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/the-stranger_861/index.html,The Stranger,Philosophy,Books,£17.44,£17.44,£17.44,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/the-vacationers_863/index.html,The Vacationers,Fiction,Books,£42.15,£42.15,£42.15,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,The Third Wave: An Entrepreneur’s Vision of the Future,Business,Books,£12.61,£12.61,£12.61,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,The Wedding Dress,Romance,Books,£24.12,£24.12,£24.12,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,Childrens,Books,£58.08,£58.08,£58.08,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,Thirteen Reasons Why,Default,Books,£52.72,£52.72,£52.72,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,History,Books,£59.64,£59.64,£59.64,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,Throne of Glass (Throne of Glass #1),Fantasy,Books,£35.07,£35.07,£35.07,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,Tracing Numbers on a Train,Default,Books,£41.60,£41.60,£41.60,£0.00,star-rating Three,0
https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Science Fiction,Books,£43.30,£43.30,£43.30,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,Tuesday Nights in 1980,Fiction,Books,£21.04,£21.04,£21.04,£0.00,star-rating Two,0
https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,You Are What You Love: The Spiritual Power of Habit,Religion,Books,£21.87,£21.87,£21.87,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,Books,£54.00,£54.00,£54.00,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,A Court of Thorns and Roses (A Court of Thorns and Roses #1),Fantasy,Books,£52.37,£52.37,£52.37,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,A Fierce and Subtle Poison,Young Adult,Books,£28.13,£28.13,£28.13,£0.00,star-rating Four,0
https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,A Murder in Time,Mystery,Books,£16.64,£16.64,£16.64,£0.00,star-rating One,0
https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,A Flight of Arrows (The Pathfinders #2),Historical Fiction,Books,£55.53,£55.53,£55.53,£0.00,star-rating Five,0
https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Default,Books,£56.76,£56.76,£56.76,£0.00,star-rating Five,0
